Location,Tweet,Positivity
United States,"RT @YarmolukDan: #Bitcoin and #Ethereum  have a hidden power structure, and it's just been revealed https://t.co/8QiqJwhw1K #BigData #IoT # ",-0.16666666666666666
Montpellier -Perpignan -Albi,"RT @rumidizzee: i didn't realize that ""idiot sandwhich"" was from a sketch for a late night tv show i honestly thought that was just a thing ",-0.1666666666666667
"Narayanganj, Bangladesh","RT @graphicfighter: missing a beat from the start       

#iHeartAwards #BestFanArmy #BTSARMY @BTS_twt https://t.co/odlYYncwo5",-0.2
"Surat, India","RT @vaishali_45: Haters,
Keep hating him, coz when he replies with his bat, his critic doesn't just hide but they die a brutal death... 

# ",-0.875
Worldwide,RT @SchooIFight: when you hire a hitman but give them the wrong photo of the target https://t.co/0VlOKaqOTL,-0.5
chapter II   10:13,"argh i hate my internet connection 

#TeamBTS 
#SoompiAwards     
#TwitterBestFandom     @BTS_twt",-0.8
"7,563km dosogas   @httpxlobos",RT @dosogasbebitos: Is a little baby #LouisTomlinson #BestSoloBreakout #iHeartAwards https://t.co/sqePXgQ57z,-0.1875
Karachi,YouTube Policy Kills Small Creators? https://t.co/jOWQN7TN7R,-0.25
None,RT @HDSailing: This photo wasn't taken last night but it is a photo of David on his birthday a long time ago when he spent his winter's ski ,-0.05000000000000001
Lowkey  ,@btcheslovemari say round i meant to ask you who dat be  ,-0.2
United States,"RT @TheRickyDavila: Former Mexican President Vicente Fox has a message for @realDonaldTrump: ""We are not paying for that f*cking wall""
http ",-0.19999999999999998
Anywhere,"RT @jacobsartorius: Feeling really really sick today :( to everybody I meet today, if my energy isn t the best I m sorry    I love meeting ",-0.09285714285714289
  ,RT @taehguny: i just wanna see cnco fall to their knees when they actually see bts face to face looking Powerful As Fuck at the iheart awar ,-0.03333333333333335
None,Phil Jones Gives Twitter Early Contender for Worst Haircut of the Year With New Tramlines #twitter  https://t.co/ychfNZ4lCW,-0.2545454545454546
None,@jungkoookie I fucking scream https://t.co/Y9X6WLOcQW,-0.6
Chertsey,"RT @Arsepics: Forget Aubameyang for a second - if Arsenal cannot extend the contract of Jack Wilshere, there is something very wrong at the ",-0.325
None,RT @SchooIFight: when you hire a hitman but give them the wrong photo of the target https://t.co/0VlOKaqOTL,-0.5
York,"As a dark January draws to a close, treat yourself to a touch of luxury with our selection of sumptuous 2 night din  https://t.co/OtFkzeG7Q9",-0.15
"England, United Kingdom","RT @randy_rambo_: ya MCM is pressed that i don't cover up my ink at the masjid but everytime he goes down for sujood, his butt crack is exp ",-0.15555555555555559
USA,Jennifer White Weliketosuck - Ria sucks off her workman before taking a messy facial: Weliketosuck - Ria sucks off  https://t.co/GeORaKtoms,-0.16
"Pretoria, South Africa",RT @TattedUpBreezy: One of my biggest problems is that I m constantly torn between cutting people off &amp; being patient with them. Sometimes ,-0.3
"Richmond, VA",RT @SchooIFight: when you hire a hitman but give them the wrong photo of the target https://t.co/0VlOKaqOTL,-0.5
Zmbnga City PH,RT @FeatureCody: i'm such a difficult person to be with,-0.25
None,"RT @BOBBYPITS: Jinwan's IG story update comforting Yunhyeong saying he did well, bc Yunhyeong's feeling down, probably bc of his mistake aw ",-0.15555555555555559
None,"RT @P_G_Thompson: Corbyn just told #Marr he left Iran's propaganda arm Press TV because of their stance on ""green issues."" He did not leave ",-0.10000000000000002
Bulgarien,"RT @BLACKPINKGLOBAL: [ blackpinkofficial ] 

#BLACKPINK #ROS  #LISA #BLINKS #STAYWARM #MISSUBLINKS #ATTHEBLACKPINKHOUSE

We hope our Blinks ",-0.75
None,"RT @LARRAYOX: I saw a video of an dog owner playing dead and his dog tried to save him 

so I tried it https://t.co/6pTSGzAznh",-0.2
"Speakers Chair, House of Twits",RT @richardcalhoun: Yet again Corbyn lies - he never discloses his intent - a sinister socialist https://t.co/MSL4F4eysP,-0.5
Akita sound  ,"It's not like every concert stop, stripping will forever be a part of the performance. Abs are hard to earn and har  https://t.co/juucfYr7k6",-0.2916666666666667
None,RT @sexuaIss: Fuck I need this right now! https://t.co/ezOtFJIc1d,-0.021428571428571463
None,"RT @Melissa_Foster: Looking for a small town getaway this weekend? Why not visit Sweetwater, and get to know the Dalton family from my NEW ",-0.05681818181818182
None,RT @SchooIFight: when you hire a hitman but give them the wrong photo of the target https://t.co/0VlOKaqOTL,-0.5
"Rangkasbitung, Indonesia","u worked hard exol

L-1485 #TwitterBestFandom #TeamEXO #SoompiAwards @weareoneEXO",-0.2916666666666667
submit beach pics via dm :),RT @thebIackbear: i keep on wondering where did i go wrong,-0.5
None,"RT @MyLove4Sehun: I m sorry I can t protect u SEHUN

L-1485 #TwitterBestFandom  #TeamEXO #SoompiAwards  @weareoneEXO",-0.5
"     ,     ","RT @aryan_dass_: #Bollywood_    _    
Violence in the films had a bad effect on children, when the aarti and hymns were heard in the mornin ",-0.6999999999999998
The Land Down Under,"RT @elonmusk: Obviously, a flamethrower is a super terrible idea. Definitely don t buy one.",-0.16666666666666669
None,I MEAN MY FINGERS #TwitterBestFandom #TeamGOT7,-0.3125
Neverland  ,"RT @LARRAYOX: I saw a video of an dog owner playing dead and his dog tried to save him 

so I tried it https://t.co/6pTSGzAznh",-0.2
None,@NickDominates UEEES I MESS YOU,-0.175
London via Limerick / Laois,"RT @Natpirks: From the person who wrote a column about Moyes  sexism and threats to slap a reporter, but then hired him without a single wo ",-0.07142857142857142
Au fond du fun,"RT @elonmusk: Obviously, a flamethrower is a super terrible idea. Definitely don t buy one.",-0.16666666666666669
Belgium,"RT @rumidizzee: i didn't realize that ""idiot sandwhich"" was from a sketch for a late night tv show i honestly thought that was just a thing ",-0.1666666666666667
 Lagos ,"RT @Bardkay: Money and a bad chick, that's all I'm tryna get/
That's what I told the pastor when he asked me/
He said that's all vanity, he ",-0.6999999999999998
None,"RT @YarmolukDan: #Bitcoin and #Ethereum  have a hidden power structure, and it's just been revealed https://t.co/8QiqJwhw1K #BigData #IoT # ",-0.16666666666666666
None,"RT @yoonminet: he looked like he was about to faint for a sec i m lauging he s so dramatic

#ThankYouYoongi

#iHeartAwards #BestBoyBand #BT ",-0.3444444444444444
"Aurangabad, India",RT @chandrarsrikant: The amount of plastic and paper Amazon uses for even one small delivery is not funny. https://t.co/STGkFEOhcQ,-0.1875
None,RT @Juice2Wavy: LMFAOOOO you can tell her friend is so used to her weird ass. She just sat there lookin forward like  jenny give it a rest  ,-0.5
None,Everyday ? https://t.co/M4i4NQRxqE,-0.2
None,RT @sexuaIss: Fuck I need this right now! https://t.co/ezOtFJIc1d,-0.021428571428571463
little bit inactive,seriously minutes before seulgis teasers drop i hate myself,-0.5666666666666667
Australia for now ,"RT @INDIEWASHERE: it sucks when u have no distinguishable talents, i'm literally a cup half empty because i'm always just half good everyth ",-0.006666666666666665
"USA,Albion",A little bit of it all! - #BBW #Fatgirl - https://t.co/869hRqYRfn https://t.co/ki5baS6LYz,-0.234375
"Fort Tondiarpet, India","RT @VillageCeleb1: Some things work. Some things don't. For whatever strange reason, majority stick with what doesn't work. Kinda like that ",-0.05
         ,"RT @btsvotingteam: [ REPLY CHALLENGE ]

Let's aim for 7,000 replies 

Can u make it before 7 minutes?

The faster we can do it, much better ",-0.125
None,RT @HDSailing: This photo wasn't taken last night but it is a photo of David on his birthday a long time ago when he spent his winter's ski ,-0.05000000000000001
"Dublin City, Ireland",@ShimmeryBelief @WheresMyStork So bloody rude and as far as I'm aware illegal as well. Although I wouldn't mind don  https://t.co/FmTtvSAjPE,-0.25
Earth,The merch I needed was at that shop too damn it why does it have to be closed on a Sunday? A SUNDAY??,-0.1
None,Massive thank you to everyone who has sponsored me so far. Still a little short of target so please take the time t  https://t.co/f6HULhqy3V,-0.021875
2@@ INFINITE_ONLY,"RT @naughty_namu: and wth rocker gyu is replying me now in yt??? sorry partner I'm busy right now bwahahaha 

#TeamINFINITE #TwitterBestFan ",-0.038095238095238106
United Kingdom,RT @k3llytweets: I literally don t remember what it feels like to not be tired anymore,-0.4
None,I JUST MISS THAT ONE PERSON! Like so much shit went down and you both got so hurt yet you wish you could just have  https://t.co/dDyg2WSRlk,-0.1777777777777778
None,"RT @LARRAYOX: I saw a video of an dog owner playing dead and his dog tried to save him 

so I tried it https://t.co/6pTSGzAznh",-0.2
"London, England",RT @ClintSmithIII: racism is so wild man you got a black man who becomes president &amp; some of these white evangelicals spend eight years cal ,-0.022222222222222216
kap o'clock,RT @DejaBooGirl_: The funniest part of this is Key brining his English down a notch to match their level. He even added a little accent lma ,-0.08576388888888889
Indonesia,"RT @hollerbangtan: thank you for working hard:

  k-diamonds &amp; i-lovelies
  army translators
  army fanbases
  army update-rs
  army fansit ",-0.2916666666666667
"Atlanta, GA",RT @sexuaIss: Fuck I need this right now! https://t.co/ezOtFJIc1d,-0.021428571428571463
None,RT @oficialmiselena: Bad Baby with Tantrum and Crying for Lollipops Little Babies Learn Colors with Finger Family Song: https://t.co/zrL3N1 ,-0.3625
Not israel,RT @a_leesha1: 95 dead and 163 injured in a suicide bombing in Kabul. My heart breaks for the Afghan community. Afghanistan is constantly t ,-0.1
brentwood,@SundayBrunchC4 @Channel4 Simon will have to improve his student food. That sausage curry was the worst thing I have ever seen!,-1.0
Cornwall,Been chilling in bed for the past hour and completely forgot I start work at 12 :),-0.037500000000000006
INA | RPS   ,@UltLSH can...... u imagine........ im already crying at the thought kfhdjsj no,-0.2
None,"RT @LARRAYOX: I saw a video of an dog owner playing dead and his dog tried to save him 

so I tried it https://t.co/6pTSGzAznh",-0.2
ksoo's,"RT @dyororo_:  : you usually sing w/ your hand holding the mic but today you put your hand inside your pocket &amp; it s very manly
 : perhaps ",-0.024999999999999994
None,wtf did i just watch,-0.5
"England, United Kingdom",@aa9skillz @YouTube U say anyone can score? Why waste money on ronaldo when you can beef up midfield,-0.2
None,"@BTSARMYNA @BTS_twt We worked hard  so dont be sad armyy,i lovee youu guyss

#TeamBTS #SoompiAwards #TwitterBestFandom @BTS_twt",-0.39583333333333337
"Madison Avenue, Manhattan, NY",This is why States need to enact a law to protect others from the Menace of open grazing. This is so painful. https://t.co/jrE8PoI8Dp,-0.35
None,"RT @rumidizzee: i didn't realize that ""idiot sandwhich"" was from a sketch for a late night tv show i honestly thought that was just a thing ",-0.1666666666666667
2NE1,RT @elonmusk: The rumor that I m secretly creating a zombie apocalypse to generate demand for flamethrowers is completely false,-0.4
None,Why are you so mad at your ex?   I don t feel anything for him anymore https://t.co/EI1NSzgONW,-0.625
Probably in my bed,"RT @2xfly: I just wasted 4 minutes of my life watching 30,000 dominoes fall and I'm not ashamed at all.
12/10 satisfaction level
https://t. ",-0.2
None,Tearing down Clachan Seil in a dumper with a hat that says head GASKET,-0.15555555555555559
None,"RT @JBurtonXP: I, for one, will never forget the sacrifices they made nor the lives they spent to rescue America from our internment at the ",-0.1
EXO UNIVERSE  ,RT @milkteu: i m just feel so.... sad and upset right now. sehun s expression when he did his ending ment... he said he already knew what t ,-0.10714285714285715
New World,"@0reijuu ""Oooohhh.. u want my soul! I thought u wanted my horns""       ""sorry but my sould is already with satan""",-0.5
None,RT @finah: bitch fuck you https://t.co/VjB0t9aR8Y,-0.4
None,"@aidetopryzerr The subject is reasonably fresh, but we'll probably only get a few ova, Colonel.",-0.01666666666666667
"Melbourne, Victoria","I'm curious on what both @GerardButler's and @PMensahOnline's thoughts are on the ""This Is Sparta!"" remix song comp  https://t.co/XU2dzBQPlt",-0.125
None,"RT @ThembaRumbu: Share Everyone, a coworker of mine. Her  little glittery phone case got a small crack in it at work while in her front poc ",-0.21875
Kuala Lumpur Federal Territory,RT @Paktourntravel: Banjosa Lake (Urdu:             ) is an artificial lake and a tourist resort 20 kilometers (12 mi) from the city of Raw ,-0.11025641025641025
None,"RT @LARRAYOX: I saw a video of an dog owner playing dead and his dog tried to save him 

so I tried it https://t.co/6pTSGzAznh",-0.2
Phone Screen,RT @SchooIFight: when you hire a hitman but give them the wrong photo of the target https://t.co/0VlOKaqOTL,-0.5
None,"RT @Redbullairrace: ICYMI
#AbuDhabi will host its fifth #ChallengerClass race next week. Take a look back at the previous races held over t ",-0.05555555555555555
"Los Angeles, CA",Couldn t not tell the other guy in the Uber pool that he had some white stuff on his nose before he got out. I didn  https://t.co/azvDGAh2P8,-0.0625
"Calabasas, California",RT @jaylondon: Only one way to end a sick start to the year! My #Homegrownchart for @capitalxtra is now LIVE!  https://t.co/vNz7TOCAgQ,-0.24080086580086582
