Location,Tweet
saw 1D 7.11.14 & LM 3.18.16,Exams are killing me. I can t wait for June,0.0
"Cairns, Queensland","Mama has a new baby    (and devil eyes lol) #wallaby #joey @ Palm Cove, Queensland https://t.co/iqe01ZjzKQ",0.4681818181818182
None,"Some people i knw are saying tht im an innocent and quiet girl but some of them are calling me snake and bossy too,  https://t.co/kPBOzS1j3Z",0.25
Where da hoes at ,RT @GotThat_Work: Best decision i ever made was to leave them  hoes  alone    ,1.0
Nigeria,"RT @Tim_Cromer: i don t have a lot of friends, i know a lot of people. 

Big difference  ",0.0
     `       Haas,"U can't see Haas bcuz they're in the dark but they're there 
And Jensen 
Cozy
But I'm hungry https://t.co/dkAEjP5R7C",-0.175
"Victoria, Australia","RT @AEMO_Media: The power system held up in extreme heat from a supply / demand perspective today, but there are local VIC network outages ",-0.0625
"Coventry, United Kingdom",RT @sparkymcnulty: HAHAHAHAHAHA what a day!!!!! That's what footballs all about! What a support! Hopefully we can get the supporters back t ,0.0
"Valley of Peace, EXOPLANET  ","RT @WWEXOL: Happy 1st Anniversary @intexolteam    You ve done so much in just a year and we are extremely proud of you  

L-1485 #TwitterBe ",0.6
S B ,@shinrujihn @S0XBER No. I'm fish https://t.co/ls4JwS6uR7,0.0
None,@WindleBeth Hi! Do you have space left for a hippo?,0.0
                             ,RT @hisxowl: the more you love me the softer i become,0.5
None,RT @qnCee: what a baby ugh https://t.co/7fSPwwNePi,0.0
"Salt Lake City, UT",there s a certain kind of struggle that only the person themselves can pull themselves out of... &amp; those are the scariest of kinds,0.2714285714285714
South Africa,RT @thwala_mpho: Guys please RT until I find my Venda Man,0.0
Somewhere in Neverland,"RT @WeAreLynk: Come check out our new cover and chat with me in the comment section!! - A

https://t.co/tbdzQ3Ckvh",0.2130681818181818
zelie@zelie.co,"my eyes are arguably my best physical feature, but they aren't visible in either my new icon or my new banner. they  https://t.co/tHbQMf3h6j",0.3181818181818181
"Sydney, New South Wales",Irony is dead. https://t.co/kAp4A66swm,-0.2
None,Create a Sober Living Home Discover how. Click link. Today https://t.co/VKQPsnWmgR Try today,0.1
None,RT @hatiprempuan: I m done fighting for your attention,0.0
"Nairobi, Kenya","RT @sairahussain87: FYI ""chain migration"" is not a real term. The actual term, written in the Immigration and Nationality Act, is ""family r ",-0.05
None,"Look at your hands unoccupied
Look at the lengths you'll go to hide
You're under the veil
Pretending to fail
Gotta  https://t.co/jK4HMIk50O",-0.5
None,DEAD    https://t.co/49ADl2yY8N,-0.2
None,RT @cloutboyjojo: me in my room saying the stuff i wanted to say to my momma while she was yelling at me https://t.co/vJ5qUaqiNp,0.0
"St Louis, MO",NEVER again will i be the laughing matter,0.0
messy manila,i was looking for pics of sohee today and man...she is just so,0.0
"I'm a nomad, aren't we all ?","RT @CauseWereGuys: her:  he s probably thinking about other women 

him:  i hit him with a pump shotgun from close range and it only did 7 ",-0.0625
Brazil,@soompi because i love jinyoung #TwitterBestFandom #TeamGOT7,0.5
None,Just watching who has been selected in  I m a celebrity get me out of here  - seriously - amongst them Tiffany (las  https://t.co/SiSDdyczv1,-0.3333333333333333
PH   ,RT @unclits: dont lose a girl that has seen your flaws and still loves you,0.0
Puerto Rico / FL,"RT @Fleimkepa: 40. In the 1930s, during the Great Depression, baby cages were invented.
Babies were suspended in these wire cages attached ",0.8
"Ruda  l ska, Poland",RT @blankedthoughts: I'm in love with the cities I've never been to and people I've never met. https://t.co/KiW1etalOS,0.5
"H  N i, Vi t Nam","RT @dyobanjjak: Baekhyun: This is D.O.!! D.O.!!

    i love their friendship  

#SoompiAwards  #TwitterBestFandom  #TeamEXO
#iHeartAwards # ",0.5
lowestoft,"RT @Footy_Jokes: ""I definitely could have won more trophies elsewhere, but my greatest triumph is my loyalty to Roma.""

- Francesco Totti h ",0.5
    ,"i m really out here hustling for friends, like i m moderately funny sum1 appreciate me thanks.",0.21666666666666667
None,I started watching empire and I am hooked but I can t stand the way Lucious talks to Jamal  ,0.0
"nut baby, nut",I DIDN'T SEE THE RAIYEONG PEG LEG THING IM WHEEZINGKXK https://t.co/lUpSgoJbB8,0.0
"Rooty Hill, Sydney",Bernard Tomic is in the I m a celeb jungle....thought he is too busy counting his millions...obvs not  #ImACelebrityAU,0.1
Portugal ,"RT @rxmansblood: JoBros 2018 reunion tour coming through?! the setlist should be: hold on, burnin  up, when you look me in the eyes, year 3 ",0.0
None,RT @unclits: dont lose a girl that has seen your flaws and still loves you,0.0
None,"Donald Trump isn't who, or what you think he is. He wasn't legitimately electeded at all. He is Product of the divi  https://t.co/pGUZ5rrj1C",0.0
Australia,"RT @zanat483: i am voting for #LouisTomlinson to win #BestSoloBreakout at the #iHeartAwards 
#Top50Fans Louis Tomlinson",0.8
Kandahar Afghanistan,"My daily life...... , every thing on my way is my enemy , maybe a car , a person , a truck or any thing can be, any  https://t.co/x5J2sEp3ch",0.0
"Lakewood, CO usa",Win a $50 Visa Gift Card from @aboutamom and you can too! #giveaway #win #sweepsentry https://t.co/0uhw5wmhri,0.9
dm for followback,RT @unclits: dont lose a girl that has seen your flaws and still loves you,0.0
dms 24/7,"@18OCTM Oh! Thanks for the compliment, my name is blushing haha I kid- anyway, you wanna hangout or just talk?",0.2
None,"RT @ProudResister: After dozens of sexual assault allegations surfaced, the Republican National Committee Finance Chair   Steve Wynn   resi ",0.5
GAY MV #JesusTate,@Jerkchester_ and a leather jacket over the dress shirt. He looked very smart but at the same time casual enough to  https://t.co/Edp7e86B52,-0.05535714285714288
"[ +729, -70 ] As expected, undefeatable Tdoongies      ","RT @KlNKYJIMIN: me: ok I m an adult now, time to get my shit together 

my brain: https://t.co/rNAStylkhg",0.13333333333333333
None,RT @unclits: dont lose a girl that has seen your flaws and still loves you,0.0
tops,"its really funny here in albay lol
i can see exo and bts mask everywhere even grandmas and grandpas are wearing the  https://t.co/x8qGEyMoIZ",0.525
Italia,RT @TRlCYPHER: If this ain t the biggest lie I ve seen on kpop stan twt https://t.co/uAdGy9LB1y,0.0
E~17/9/16|L~1/9/17|LM~27/10/17,IM NOT SCARED TO BE SEEN I MAKE NO APOLOGIES THIS IS ME,0.0
Jamnagar Gujarat,"Having fattened themselves on the blood and sweat of the poor for decades, Congressis like PChidambaram_IN now have  https://t.co/wrA2GwudHF",-0.4
Indonesia,"RT @JE0NBUNNY: Jungkook said that he's planning to learn piano this year   remember the last time when he said ""I'm looking for a piano tea ",0.0
None,Take care of someone else. Be there for someone else. Bless someone else. A happy life is about giving more than yo  https://t.co/89TqlZdONk,0.65
wonderland,RT @unclits: dont lose a girl that has seen your flaws and still loves you,0.0
210,Fuck a like rt my shit lol,0.06666666666666665
in ur house stealing ur cat,RT @LibyaLiberty: i see we're calling white supremacists 'immigration restrictionists' now. are we also renaming cancer 'cell parties'?,0.0
None,"people will judge somebody from his/her appearance/physics, and i hate it",-0.8
Canad ,"RT @pjmbieber: our voting rate has decreased and the other fandom is currently cathing so please keep voting. 

every retweets and tweets c ",-0.17500000000000002
"East Los,CA",RT @BTSx50States: We're prioritizing what's needed to achieve critical industry goals. We can't do everything - on top of bearing a heavy w ,0.09999999999999999
Walsall/Sutton Coldfield,RT @IMeMyse55000103: @drcmday @CrowdJustice My thoughts are with Jack's family and Hadiza. There has been no justice. Unless there is a rad ,0.0
"  timberland with jk,","RT @sugafull27: ""BTS, 'secret to the success is not the SNS but sincerity and talent""
""It was the year we felt the road as a singer was a r ",-0.05000000000000002
"Perth, Australia.",RT @AlinaCavanagh: Streaker invades the pitch at #odi #ausveng #perth #perthnews @OptusStadium - there's a naked broadband joke in there so ,0.0
Marikina City,RT @Bible_Time: I am with you always. -Matthew 28.20,0.0
"KUL, MY ","RT @EzahirMazlan: Hi guys, my mom is selling this amazing crochet (knitted) pillowcase. One for rm30.

 It comes along with a soft and comf ",0.35000000000000003
"Halifax, West Yorkshire, UK","RT @MickyPHFX: Please retweet @nhgssport @NHGS if any of your year 7 and 8 students wish to join in a session with us, we're in your sports ",0.0
None,RT @unclits: dont lose a girl that has seen your flaws and still loves you,0.0
None,"RT @brianefallon: Depending on whom you ask, the New York Times is a national ""treasure"" or ""fake news"" and ""the enemy of the people""
https ",-0.18181818181818182
"     -         ,       ","Soon February 14, what to give a girlfrend? 
Oh, I forgot I do not have a girlfriend.... https://t.co/zzywznTG3X",0.0
          ,"RT @JoyRLV:   B A D - B O Y  

#ThePerfectRedVelvet #BadBoy #RedVelvet #     https://t.co/HFYNTMpxuo",0.0
I'm from Winnipeg you idiot!,"Super jetlagged, but READY TO ROCK tonight in #FozzyParis!! Ready for a great tour w @steelpanther! @FOZZYROCK
https://t.co/Brb7mkpvRZ",0.4614583333333333
home,"if  u know the story of street corner by typicalfangirlx in wattpad, let me go by hailee is such a song for that js",0.0
"Bury St Edmunds, Suffolk",@kellylouise007 @wildconrad @Firman_77_ Thanks Kelly! I went back and did a race I've done before - something I don  https://t.co/srarHvO2TF,0.125
Mumbai,The latest The Nikhil Sharma Daily! https://t.co/zAhKZv0wT1 #padmaavat #cooperativarock,0.25
"Sydney, Australia","@7tennis @rogerfederer How s this for a stat: @Channel7 @7tennis doesn t give a shit about tennis, they only care a  https://t.co/pk4lMiu6RG",-0.1
None,N.E.R.D - N*E*R*D + Friends Listening Session 12.06.17 - Preview https://t.co/gPf0i68myu,0.0
Cameroon ,"RT @Jspirulina: I invite to you see my #Crowdfunding #campaign in #GoFundMe ""Wogii, a App for you &amp; for all"". Music, Photography &amp; Messagin ",0.0
sipson middlesex,RT @30secondfoods: *Patiently awaiting their arrival to the U.S.* https://t.co/qB0qoHw5oq,0.0
None,@GentlemanGeorge @Binarymap @sizjam68 @LeaveEUOfficial @Michael_Heaver @theresa_may But you said the people voted f  https://t.co/SkIDbPHs48,0.0
None,RT @unclits: dont lose a girl that has seen your flaws and still loves you,0.0
Bay Area,RT @NosaIsabor: So basically no niggas allowed https://t.co/h8mSH0YwHh,0.0
Storybrooke,RT @palevantine: you re stupid lmao https://t.co/heFhpbW3ZK,-0.09999999999999998
None,"RT @lockwooddewitt: How did the mansplainer get injured?

They said he fell down a manhole, but it was a well, actually.",-0.07777777777777779
Philippines,Too tired to even take a bath... gross     ,-0.2
retired,RT @AintRob: You make lists of your favorite twitter men every year https://t.co/Z6HJqErgpJ,0.5
"Sydney, New South Wales","@nytimes Hi! Out of curiosity, how were the accounts that made use of the service outed? Was it through court documents or a leak?",0.0
unknown,RT @broimsosad: i'm losing interest in everything tbh,0.0
None,RT @unclits: dont lose a girl that has seen your flaws and still loves you,0.0
"Boise, ID","Me: *tells the person I like that I'm in love with them*
Friends: You are so brave!
Me: No I'm just stupid.",0.23333333333333336
"Brewster, Ma","RT @SethAbramson: September 8, 2016: Sessions has a secret meeting with Russian Ambassador Sergey Kislyak in which the two men discuss the ",-0.2
None,"RT @taebokkiii:  ARMYS 

We're still on the second spot and this voting will end today (8pm KST)

PLEASE I CHALLENGE YOU ALL TO REPLY ANYTH ",0.0
"La Habra, CA",I have some of the best friends ever   ,1.0
None,"RT @EdKrassen: There is no reason why the GOP would be trying so hard to discredit the FBI, unless of course they are complicit in the Trum ",-0.2916666666666667
"Albuquerque, NM",RT @sydneyytianaa: they both look like  I m only taking this picture because of your dad  https://t.co/y46c8ge8L9,0.0
scotland :) ,"RT @JackHoward: My catch 22

I seriously regret the things I ve done and the person I was. I don t recognise him and his mistakes have fuck ",-0.3666666666666667
None,@AskPS_UK Hi I need help having account issues,0.0
Malaysia,RT @kimseokbb: can i be petty for a second??? i saw that tweet that s like  everyone is treated equal in bts leave the past in the past  bu ,-0.125
Philippines,RT @unclits: dont lose a girl that has seen your flaws and still loves you,0.0
Australia,RT @DitterBitter: U and 6500 other people my friend https://t.co/a4LAQgr226,-0.125
None,"28.1.2018//
Thank you malaysiatatler for the featured. If you don t know what s happening, I m  https://t.co/5ybXK22Hpz",0.0
"Burton on Trent, UK.",@realDonaldTrump Mate I'd revisit the Republican policy towards Obama before talking about Democrats obstructing Republicans.,0.0
"Qu bec, Canada",RT @nazzhanDot: Got to take a pic with manse today at disneyland! The other 2 were too sleepy   Still felt super lucky. https://t.co/Aczzfa ,0.18055555555555555
None,"RT @VortrusGame: Loving the style and look! Reminds me of the old games I used to play, anyone agree? #RETROGAMING https://t.co/BZP9AdQAvW",0.425
"Tennessee, USA",RT @MrS36374634: A VC s Wish for 2018: More Efficient Entrepreneurs #entrepreneur https://t.co/c6eswFwZjE - Learn More https://t.co/3hClg47 ,0.5
Add #GreenwichHour to get RTed,@mastapleton I think you nailed it. Without a fight. Effortlessly. Thanks for sharing!,0.25
"Rohnert Park, CA","...ideal image of how you want to look, what is going to make you the most confident &amp; comfortable in your own skin  https://t.co/vItSX0RB5A",0.5
"Brooklyn, NY",Yooo what i never knew https://t.co/MJNdvuavNQ,0.0
Solitude.,RT @MayaAMonroe: Is that Miguel https://t.co/kmJCpVUkod,0.0
"Nottingham, England",I accidentally fell asleep again fml,0.0
None,"@Philcounty1883 @Breadbin73 @AlanBiggs1 So you're saying it's right that teams might get cheated out of an FA Cup,  https://t.co/Rdahlev2rQ",0.2857142857142857
None,"RT @fanatic_got7_: GOT7 is preparing their comeback. They filmed the MV today (that's why Jinyoung wasn't on Inkigayo today), and it's more ",0.5
"Los Angeles, CA",RT @DonteMacc: Whoever did that tatt on the left needs their ass beat LMFAOOOOO https://t.co/6WkD9QXZMt,0.0
None,RT @BTSVOTE_CHN: 20.I would like to vote for @BTS_twt for the #iHeartAwards #BestFanArmy  #BTSARMY of this year.,0.0
"Loharana , Nawa City , India","RT @follow_b_sure: #Creation_Of_Nature
Death is an unbreakable rule of nature on this earth. But God Kabir can increase your age if u worsh ",0.0
None,RT @isabelaseraffim: there s too much going on I feel like I m gonna crash,0.2
UNCW 20,RT @officialjaden: It Was A Good Day,0.7
None,"6E0B3324 :Battle ID
I need backup!
Lvl 100 Dark Angel Olivia
https://t.co/SNOD9NCSNz",-0.15
None,RT @IzyMiagi: What kind of sun do Americans purchase? I think the sun in the uk smokes cigarettes https://t.co/fWo0oy6gS9,0.6
"Federal Capital Territory, Nig",I don't want to be out... I had a bad dream... A weird dream...,-0.5999999999999999
